Wall time,Step,Value
1783016107.2172818,1024,0.3333333432674408
1783016373.616544,2048,0.2916666567325592
1783016643.6866922,3072,0.3142857253551483
1783016912.9138522,4096,0.30000001192092896
1783017199.3439956,5120,0.375
1783017490.2265728,6144,0.4556961953639984
1783017767.8690543,7168,0.47252747416496277
1783018034.103546,8192,0.4245283007621765
1783018315.8950796,9216,0.44999998807907104
1783018589.998458,10240,0.451127827167511
1783018868.8560374,11264,0.449664443731308
1783019143.9706962,12288,0.4451219439506531
1783019407.1644754,13312,0.4342857003211975
1783019685.8089204,14336,0.43157893419265747
1783019966.1096044,15360,0.4390243887901306
1783020234.025356,16384,0.43981480598449707
1783020488.465284,17408,0.438914030790329
1783020752.483334,18432,0.43913042545318604
1783021005.8123932,19456,0.43589743971824646
1783021264.3027937,20480,0.4356846511363983
1783021533.1702743,21504,0.43478259444236755
1783021796.874727,22528,0.4351145029067993
1783022070.5817716,23552,0.44688645005226135
1783022335.5875528,24576,0.44680851697921753
1783022600.0366118,25600,0.4452054798603058
1783022857.8795493,26624,0.43521595001220703
1783023120.8065248,27648,0.4294871687889099
1783023384.894558,28672,0.4241486191749573
1783023647.776581,29696,0.42598187923431396
1783023904.0058138,30720,0.4159291982650757
1783024153.4513404,31744,0.41228070855140686
1783024421.2984924,32768,0.40793201327323914
1783024681.0925376,33792,0.4033149182796478
1783024949.9899476,34816,0.4032258093357086
1783025207.6253738,35840,0.3973684310913086
1783025467.1750677,36864,0.38874679803848267
1783025721.1212504,37888,0.380952388048172
1783025977.164449,38912,0.3777777850627899
1783026243.9071345,39936,0.37831324338912964
1783026504.125676,40960,0.3741176426410675
1783026760.6454685,41984,0.37037035822868347
1783027022.4390697,43008,0.36961451172828674
1783027296.6019669,44032,0.3738937973976135
1783027552.7982605,45056,0.3741794228553772
1783027807.634548,46080,0.37012988328933716
1783028063.63022,47104,0.37204301357269287
1783028326.8077142,48128,0.36554622650146484
1783028589.8335083,49152,0.36494845151901245
1783028849.5921888,50176,0.36734694242477417
1783029098.855072,51200,0.3651115596294403
1783029359.0485294,52224,0.36399999260902405
1783029615.0410554,53248,0.3643564283847809
1783029875.057445,54272,0.36399218440055847
1783030133.3191876,55296,0.36030828952789307
1783030393.2987564,56320,0.3619047701358795
1783030647.9769278,57344,0.35916823148727417
1783030904.8819888,58368,0.35754188895225525
1783031155.0960538,59392,0.3562152087688446
1783031411.9998944,60416,0.35036495327949524
1783031664.74835,61440,0.3478260934352875
1783031916.9537086,62464,0.3477477431297302
1783032181.6659968,63488,0.34452298283576965
1783032441.2239165,64512,0.34554973244667053
1783032720.7079175,65536,0.351535826921463
1783032981.7195408,66560,0.35304054617881775
1783033230.6368246,67584,0.3512605130672455
1783033489.5212097,68608,0.35049834847450256
1783033744.7905297,69632,0.35206612944602966
1783034005.0922403,70656,0.35245901346206665
1783034255.9312656,71680,0.35073408484458923
1783034517.507283,72704,0.35056543350219727
1783034777.9782424,73728,0.3487261235713959
1783035039.159216,74752,0.34960630536079407
