Wall time,Step,Value
1783016107.2175076,1024,15.662497520446777
1783016373.6167672,2048,28.88978385925293
1783016643.6881156,3072,21.072349548339844
1783016912.9141598,4096,25.207857131958008
1783017199.3442554,5120,7.831318378448486
1783017490.2273664,6144,-10.867520332336426
1783017767.8692563,7168,-15.580499649047852
1783018034.1036654,8192,-3.1352410316467285
1783018315.8952105,9216,-17.381681442260742
1783018589.9985394,10240,-19.425094604492188
1783018868.8561313,11264,-28.430679321289062
1783019143.9707863,12288,-18.65826988220215
1783019407.1645663,13312,-2.5692713260650635
1783019685.8090117,14336,1.6358317136764526
1783019966.1097097,15360,-10.371006965637207
1783020234.0254443,16384,-8.088820457458496
1783020488.465373,17408,-3.8017468452453613
1783020752.4834504,18432,-2.9981257915496826
1783021005.8124967,19456,-3.2531051635742188
1783021264.3028986,20480,-4.981172561645508
1783021533.1703925,21504,-4.96971321105957
1783021796.874846,22528,-6.317241191864014
1783022070.5818677,23552,-18.116291046142578
1783022335.5876396,24576,-17.830385208129883
1783022600.0366924,25600,-21.068313598632812
1783022857.8796334,26624,-11.595965385437012
1783023120.8066475,27648,-10.784640312194824
1783023384.894658,28672,-0.9079424738883972
1783023647.7766705,29696,-6.4703593254089355
1783023904.0059047,30720,-0.5068657994270325
1783024153.451429,31744,3.458209991455078
1783024421.2985845,32768,7.9038310050964355
1783024681.0926383,33792,13.069523811340332
1783024949.9900563,34816,20.46282958984375
1783025207.625481,35840,27.885343551635742
1783025467.1751637,36864,34.74698257446289
1783025721.1213396,37888,37.7667350769043
1783025977.1645868,38912,39.090492248535156
1783026243.9072683,39936,34.36948776245117
1783026504.1257875,40960,37.92820358276367
1783026760.6455655,41984,42.386322021484375
1783027022.4391623,43008,36.06143569946289
1783027296.6020563,44032,26.162986755371094
1783027552.798439,45056,25.565872192382812
1783027807.6346366,46080,27.810182571411133
1783028063.6303167,47104,23.44625473022461
1783028326.8078737,48128,29.974088668823242
1783028589.8336,49152,27.015554428100586
1783028849.5922897,50176,19.48648452758789
1783029098.8551657,51200,18.803260803222656
1783029359.0486913,52224,14.422410011291504
1783029615.0411744,53248,12.91405200958252
1783029875.0575552,54272,11.758743286132812
1783030133.3192887,55296,14.61161994934082
1783030393.2988439,56320,10.557868003845215
1783030647.977053,57344,9.764297485351562
1783030904.8823698,58368,9.883530616760254
1783031155.0961924,59392,11.867746353149414
1783031411.999988,60416,19.939302444458008
1783031664.7484496,61440,26.632030487060547
1783031916.9538171,62464,27.421579360961914
1783032181.666127,63488,30.307109832763672
1783032441.2240193,64512,24.76245880126953
1783032720.7082503,65536,13.550525665283203
1783032981.7196393,66560,13.61878776550293
1783033230.637187,67584,16.862491607666016
1783033489.5213323,68608,14.644352912902832
1783033744.7909584,69632,13.200151443481445
1783034005.0923986,70656,10.434462547302246
1783034255.9315352,71680,10.462349891662598
1783034517.5075018,72704,5.583911418914795
1783034777.9784005,73728,8.956870079040527
1783035039.1593544,74752,7.391791820526123
1783035302.5906715,75776,4.3572564125061035
1783035562.172056,76800,-0.9006221294403076
1783035823.9247458,77824,-1.6170315742492676
1783036106.0141943,78848,-7.97947359085083
1783036377.0707333,79872,4.233885288238525
1783036647.1915808,80896,6.105381488800049
1783036910.990645,81920,15.669108390808105
1783037179.526207,82944,15.84607982635498
1783037454.9703271,83968,10.28254222869873
1783037718.1435513,84992,15.913965225219727
1783037987.8879883,86016,16.46316909790039
1783038266.071909,87040,20.87561798095703
1783038539.9183357,88064,15.930047988891602
1783038805.8096073,89088,10.764641761779785
1783039074.606113,90112,11.542134284973145
1783039328.3905385,91136,18.897031784057617
1783039593.3265176,92160,24.562360763549805
1783039857.2850792,93184,29.54922103881836
1783040122.3175936,94208,21.629573822021484
1783040377.4952233,95232,21.625633239746094
1783040641.3605912,96256,29.258283615112305
1783040919.4618115,97280,22.873119354248047
